Date,Open,High,Low,Close,Adj Close,Volume,ma14,rsi14,ma30,rsi30,ma50,rsi50,ma200,rsi200,ma14lag1,ma14lag2,ma14lag3,ma14lag4,rsi14lag1,rsi14lag2,rsi14lag3,rsi14lag4,ma30lag1,ma30lag2,ma30lag3,ma30lag4,rsi30lag1,rsi30lag2,rsi30lag3,rsi30lag4,ma50lag1,ma50lag2,ma50lag3,ma50lag4,rsi50lag1,rsi50lag2,rsi50lag3,rsi50lag4,ma200lag1,ma200lag2,ma200lag3,ma200lag4,rsi200lag1,rsi200lag2,rsi200lag3,rsi200lag4,Adj Closelag1,Adj Closelag2,Adj Closelag3,Adj Closelag4,ma14lag5,ma14lag10,ma14lag15,ma14lag20,rsi14lag5,rsi14lag10,rsi14lag15,rsi14lag20,ma30lag5,ma30lag10,ma30lag15,ma30lag20,rsi30lag5,rsi30lag10,rsi30lag15,rsi30lag20,ma50lag5,ma50lag10,ma50lag15,ma50lag20,rsi50lag5,rsi50lag10,rsi50lag15,rsi50lag20,ma200lag5,ma200lag10,ma200lag15,ma200lag20,rsi200lag5,rsi200lag10,rsi200lag15,rsi200lag20,Adj Closelag5,Adj Closelag10,Adj Closelag15,Adj Closelag20,Volume_1d_change,5d_future_close,5d_close_future_pct,1d_future_close,1d_close_future_pct,30d_future_close,30d_close_future_pct
2016-11-15,765.469970703125,780.239990234375,765.219970703125,775.1599731445312,775.1599731445312,2943900,793.1442783900669,41.617511987688104,804.6826639811198,45.313765613024124,803.6281994628906,48.06759766915487,760.7310498046875,50.403143574593926,796.4971357073102,801.8778512137277,806.4485648018973,809.5749947684152,30.94913694736067,36.1263287734504,38.91196803277623,49.38817119907004,805.6036641438802,807.1756652832031,808.2526652018229,808.9976664225261,39.67333691979973,43.32131208447619,45.171763019099096,51.46756307388289,804.285400390625,805.1584008789063,805.5514013671875,805.7426013183593,44.615906048158756,47.21320897441929,48.488105166157425,52.61281626747755,760.7597998046875,760.8475500488281,760.7955499267578,760.6355999755859,49.619971555480106,50.28727540957748,50.59931918493837,51.54209221060798,753.219970703125,771.75,780.2899780273438,805.5900268554688,810.720707484654,817.729997907366,815.2235761369977,806.2435738699777,52.71676770015764,45.171078660603506,61.48403974101947,62.41048984238049,809.1466654459635,811.9333353678386,808.9480041503906,803.9490030924479,53.28059754807018,51.35088859911713,59.59673963772587,59.38394153857097,805.4692004394532,805.565400390625,804.1968017578125,802.2040014648437,53.74441934410973,52.976933963458364,57.72470909287832,57.34633372601521,760.1955499267578,758.6574499511719,756.4148504638672,754.3599505615234,51.7845645655149,51.59817055869681,52.498880581588914,52.29520677557027,811.97998046875,805.47998046875,828.5499877929688,821.489990234375,-0.20182740015725398,785.0,0.012694188549947194,779.97998046875,0.006218080771980272,802.8800048828125,-0.026521723497625382
2016-11-16,770.4199829101562,783.5,766.3300170898438,779.97998046875,779.97998046875,1798400,790.4749930245536,43.67632021122173,803.9743306477865,46.451611640833455,803.0679992675781,48.78315543959823,760.8840496826172,50.57279314697014,793.1442783900669,796.4971357073102,801.8778512137277,806.4485648018973,41.617511987688104,30.94913694736067,36.1263287734504,38.91196803277623,804.6826639811198,805.6036641438802,807.1756652832031,808.2526652018229,45.313765613024124,39.67333691979973,43.32131208447619,45.171763019099096,803.6281994628906,804.285400390625,805.1584008789063,805.5514013671875,48.06759766915487,44.615906048158756,47.21320897441929,48.488105166157425,760.7310498046875,760.7597998046875,760.8475500488281,760.7955499267578,50.403143574593926,49.619971555480106,50.28727540957748,50.59931918493837,775.1599731445312,753.219970703125,771.75,780.2899780273438,809.5749947684152,816.6114240373884,816.5821446010044,807.97214617048,49.38817119907004,36.59319419528668,56.51016328488569,65.1480703072991,808.9976664225261,811.3796671549479,810.0026692708333,804.5773376464844,51.46756307388289,46.27899066512703,57.2148639846128,60.791304530439724,805.7426013183593,805.4019995117187,804.6150012207031,802.5912023925781,52.61281626747755,49.84048843668702,56.38400109218055,58.185179959631405,760.6355999755859,759.0067498779297,756.7986502075196,754.6865005493164,51.54209221060798,50.948057475993465,52.247971631503454,52.48421543039107,805.5900268554688,788.4199829101562,822.0999755859375,826.8400268554688,-0.3891096844322157,779.0,-0.0012564174636393588,786.1599731445312,0.007923270892244094,792.4500122070312,-0.021068939066154813
2016-11-17,782.5,788.9000244140625,779.8499755859375,786.1599731445312,786.1599731445312,1533700,788.0892769949777,46.29149835327112,803.4103291829427,47.889722556368966,802.7343981933594,49.69008602936022,761.1646994018555,50.78969927362387,790.4749930245536,793.1442783900669,796.4971357073102,801.8778512137277,43.67632021122173,41.617511987688104,30.94913694736067,36.1263287734504,803.9743306477865,804.6826639811198,805.6036641438802,807.1756652832031,46.451611640833455,45.313765613024124,39.67333691979973,43.32131208447619,803.0679992675781,803.6281994628906,804.285400390625,805.1584008789063,48.78315543959823,48.06759766915487,44.615906048158756,47.21320897441929,760.8840496826172,760.7310498046875,760.7597998046875,760.8475500488281,50.57279314697014,50.403143574593926,49.619971555480106,50.28727540957748,779.97998046875,775.1599731445312,753.219970703125,771.75,806.4485648018973,815.0107116699219,817.7707127162388,809.2271466936384,38.91196803277623,34.05027391822876,53.10317350031094,60.52527680062243,808.2526652018229,810.2543334960938,810.5400024414063,805.2036702473958,45.171763019099096,44.61432195529242,55.52428340433075,58.740829509042584,805.5514013671875,805.1738000488281,804.8536010742188,802.8540026855469,48.488105166157425,48.764672712210796,55.4167910007202,57.06988506404086,760.7955499267578,759.2843499755859,757.2875500488282,754.9980004882813,50.59931918493837,50.71354647298466,52.06380455113545,52.28148111012254,780.2899780273438,782.1900024414062,817.3499755859375,821.6300048828125,-0.14718638790035588,780.22998046875,-0.007542984733834857,775.969970703125,-0.012961741616846267,808.010009765625,-0.03089764158138153
2016-11-18,787.1699829101562,791.2899780273438,775.3499755859375,775.969970703125,775.969970703125,1806300,785.6657017299107,42.76555462678744,802.5856608072917,45.79201327062511,802.4841979980469,48.25247602080282,761.525749206543,50.42301037039155,788.0892769949777,790.4749930245536,793.1442783900669,796.4971357073102,46.29149835327112,43.67632021122173,41.617511987688104,30.94913694736067,803.4103291829427,803.9743306477865,804.6826639811198,805.6036641438802,47.889722556368966,46.451611640833455,45.313765613024124,39.67333691979973,802.7343981933594,803.0679992675781,803.6281994628906,804.285400390625,49.69008602936022,48.78315543959823,48.06759766915487,44.615906048158756,761.1646994018555,760.8840496826172,760.7310498046875,760.7597998046875,50.78969927362387,50.57279314697014,50.403143574593926,49.619971555480106,786.1599731445312,779.97998046875,775.1599731445312,753.219970703125,801.8778512137277,813.172136579241,818.1557137625558,810.9185747419085,36.1263287734504,33.61018690969358,54.47832383691755,61.88378661676046,807.1756652832031,809.1256652832031,811.2596700032552,806.3896708170573,43.32131208447619,44.32573700898774,56.14793677858437,59.40154006570992,805.1584008789063,804.9697998046875,805.1898010253906,803.1712023925782,47.21320897441929,48.57746880160937,55.776946919854865,57.45797716469411,760.8475500488281,759.4625497436523,757.7283999633789,755.4133004760743,50.28727540957748,50.67253214188876,52.142685258466656,52.367727752019775,771.75,781.0999755859375,819.5599975585938,824.0599975585938,0.17774010562691522,785.7899780273438,0.012655138336501004,784.7999877929688,0.011379328354475637,807.77001953125,-0.036073542053476126
2016-11-21,778.0999755859375,786.5499877929688,776.2999877929688,784.7999877929688,784.7999877929688,1630800,784.1885593959263,46.56378879050084,801.6066609700521,47.84010861749039,802.2037976074218,49.543254610699776,761.9289492797851,50.73278391411502,785.6657017299107,788.0892769949777,790.4749930245536,793.1442783900669,42.76555462678744,46.29149835327112,43.67632021122173,41.617511987688104,802.5856608072917,803.4103291829427,803.9743306477865,804.6826639811198,45.79201327062511,47.889722556368966,46.451611640833455,45.313765613024124,802.4841979980469,802.7343981933594,803.0679992675781,803.6281994628906,48.25247602080282,49.69008602936022,48.78315543959823,48.06759766915487,761.525749206543,761.1646994018555,760.8840496826172,760.7310498046875,50.42301037039155,50.78969927362387,50.57279314697014,50.403143574593926,775.969970703125,786.1599731445312,779.97998046875,775.1599731445312,796.4971357073102,811.7821393694196,818.1792864118304,813.2721470424107,30.94913694736067,47.61157538355461,47.87076414401874,67.64717836196753,805.6036641438802,809.1049987792969,811.7433369954427,807.6203369140625,39.67333691979973,50.66463965942545,52.800148021333015,62.395790235669104,804.285400390625,805.1460009765625,805.3948010253906,803.7450024414062,44.615906048158756,52.174746404050964,53.83715741644839,59.26415700313304,760.7597998046875,759.8045999145507,758.2254501342774,755.9374505615234,49.619971555480106,51.43055938855947,51.76846373899946,52.780010959435955,753.219970703125,802.030029296875,809.9000244140625,835.739990234375,-0.09715994020926755,789.4400024414062,0.005912353109849278,785.0,0.00025485755624665707,813.02001953125,-0.030349453539450177
2016-11-22,788.989990234375,793.77001953125,783.739990234375,785.0,785.0,1394200,783.9442749023438,46.65015365011457,800.7876607259115,47.88624647912332,802.1293981933594,49.57232828881127,762.3488491821289,50.73979091705443,784.1885593959263,785.6657017299107,788.0892769949777,790.4749930245536,46.56378879050084,42.76555462678744,46.29149835327112,43.67632021122173,801.6066609700521,802.5856608072917,803.4103291829427,803.9743306477865,47.84010861749039,45.79201327062511,47.889722556368966,46.451611640833455,802.2037976074218,802.4841979980469,802.7343981933594,803.0679992675781,49.543254610699776,48.25247602080282,49.69008602936022,48.78315543959823,761.9289492797851,761.525749206543,761.1646994018555,760.8840496826172,50.73278391411502,50.42301037039155,50.78969927362387,50.57279314697014,784.7999877929688,775.969970703125,786.1599731445312,779.97998046875,793.1442783900669,810.720707484654,817.729997907366,815.2235761369977,41.617511987688104,52.71676770015764,45.171078660603506,61.48403974101947,804.6826639811198,809.1466654459635,811.9333353678386,808.9480041503906,45.313765613024124,53.28059754807018,51.35088859911713,59.59673963772587,803.6281994628906,805.4692004394532,805.565400390625,804.1968017578125,48.06759766915487,53.74441934410973,52.976933963458364,57.72470909287832,760.7310498046875,760.1955499267578,758.6574499511719,756.4148504638672,50.403143574593926,51.7845645655149,51.59817055869681,52.498880581588914,775.1599731445312,811.97998046875,805.47998046875,828.5499877929688,-0.1450821682609762,775.8800048828125,-0.011617828174761091,779.0,-0.007643312101910826,825.2100219726562,-0.04036860039518675
2016-11-23,789.52001953125,789.52001953125,772.6500244140625,779.0,779.0,1313000,783.7164175851004,44.335264754808875,799.6953267415364,46.60689762572176,801.9001977539062,48.71312601703477,762.7095993041992,50.52315204678225,783.9442749023438,784.1885593959263,785.6657017299107,788.0892769949777,46.65015365011457,46.56378879050084,42.76555462678744,46.29149835327112,800.7876607259115,801.6066609700521,802.5856608072917,803.4103291829427,47.88624647912332,47.84010861749039,45.79201327062511,47.889722556368966,802.1293981933594,802.2037976074218,802.4841979980469,802.7343981933594,49.57232828881127,49.543254610699776,48.25247602080282,49.69008602936022,762.3488491821289,761.9289492797851,761.525749206543,761.1646994018555,50.73979091705443,50.73278391411502,50.42301037039155,50.78969927362387,785.0,784.7999877929688,775.969970703125,786.1599731445312,790.4749930245536,809.5749947684152,816.6114240373884,816.5821446010044,43.67632021122173,49.38817119907004,36.59319419528668,56.51016328488569,803.9743306477865,808.9976664225261,811.3796671549479,810.0026692708333,46.451611640833455,51.46756307388289,46.27899066512703,57.2148639846128,803.0679992675781,805.7426013183593,805.4019995117187,804.6150012207031,48.78315543959823,52.61281626747755,49.84048843668702,56.38400109218055,760.8840496826172,760.6355999755859,759.0067498779297,756.7986502075196,50.57279314697014,51.54209221060798,50.948057475993465,52.247971631503454,779.97998046875,805.5900268554688,788.4199829101562,822.0999755859375,-0.05824128532491757,764.3300170898438,-0.018831813748595994,780.22998046875,0.0015789222962130367,827.1799926757812,-0.02966127265220775
2016-11-25,782.6099853515625,782.9000244140625,778.1900024414062,780.22998046875,780.22998046875,613500,783.65427507673,44.938458853772524,798.9003255208333,46.90769909716963,801.4801977539063,48.89839874558328,763.0789492797852,50.566636273995194,783.7164175851004,783.9442749023438,784.1885593959263,785.6657017299107,44.335264754808875,46.65015365011457,46.56378879050084,42.76555462678744,799.6953267415364,800.7876607259115,801.6066609700521,802.5856608072917,46.60689762572176,47.88624647912332,47.84010861749039,45.79201327062511,801.9001977539062,802.1293981933594,802.2037976074218,802.4841979980469,48.71312601703477,49.57232828881127,49.543254610699776,48.25247602080282,762.7095993041992,762.3488491821289,761.9289492797851,761.525749206543,50.52315204678225,50.73979091705443,50.73278391411502,50.42301037039155,779.0,785.0,784.7999877929688,775.969970703125,788.0892769949777,806.4485648018973,815.0107116699219,817.7707127162388,46.29149835327112,38.91196803277623,34.05027391822876,53.10317350031094,803.4103291829427,808.2526652018229,810.2543334960938,810.5400024414063,47.889722556368966,45.171763019099096,44.61432195529242,55.52428340433075,802.7343981933594,805.5514013671875,805.1738000488281,804.8536010742188,49.69008602936022,48.488105166157425,48.764672712210796,55.4167910007202,761.1646994018555,760.7955499267578,759.2843499755859,757.2875500488282,50.78969927362387,50.59931918493837,50.71354647298466,52.06380455113545,786.1599731445312,780.2899780273438,782.1900024414062,817.3499755859375,-0.5327494287890328,764.4600219726562,-0.020211936084049698,785.7899780273438,0.007126100890475051,826.010009765625,-0.02337807373769263
2016-11-28,778.3499755859375,799.739990234375,778.0999755859375,785.7899780273438,785.7899780273438,2575400,782.4942714146206,47.69751373675222,798.2733256022135,48.27050095073936,801.2365979003906,49.73595315625164,763.4734490966797,50.763231324800465,783.65427507673,783.7164175851004,783.9442749023438,784.1885593959263,44.938458853772524,44.335264754808875,46.65015365011457,46.56378879050084,798.9003255208333,799.6953267415364,800.7876607259115,801.6066609700521,46.90769909716963,46.60689762572176,47.88624647912332,47.84010861749039,801.4801977539063,801.9001977539062,802.1293981933594,802.2037976074218,48.89839874558328,48.71312601703477,49.57232828881127,49.543254610699776,763.0789492797852,762.7095993041992,762.3488491821289,761.9289492797851,50.566636273995194,50.52315204678225,50.73979091705443,50.73278391411502,780.22998046875,779.0,785.0,784.7999877929688,785.6657017299107,801.8778512137277,813.172136579241,818.1557137625558,42.76555462678744,36.1263287734504,33.61018690969358,54.47832383691755,802.5856608072917,807.1756652832031,809.1256652832031,811.2596700032552,45.79201327062511,43.32131208447619,44.32573700898774,56.14793677858437,802.4841979980469,805.1584008789063,804.9697998046875,805.1898010253906,48.25247602080282,47.21320897441929,48.57746880160937,55.776946919854865,761.525749206543,760.8475500488281,759.4625497436523,757.7283999633789,50.42301037039155,50.28727540957748,50.67253214188876,52.142685258466656,775.969970703125,771.75,781.0999755859375,819.5599975585938,3.197881010594947,778.219970703125,-0.00963362671438317,789.4400024414062,0.004645038135031365,829.8599853515625,-0.02156564354135515
2016-11-29,788.3800048828125,796.4400024414062,785.3400268554688,789.4400024414062,789.4400024414062,1562000,780.884272984096,49.486970639008554,797.6933247884115,49.156796363387635,801.11759765625,50.28182263628083,763.8324490356446,50.892086535890016,782.4942714146206,783.65427507673,783.7164175851004,783.9442749023438,47.69751373675222,44.938458853772524,44.335264754808875,46.65015365011457,798.2733256022135,798.9003255208333,799.6953267415364,800.7876607259115,48.27050095073936,46.90769909716963,46.60689762572176,47.88624647912332,801.2365979003906,801.4801977539063,801.9001977539062,802.1293981933594,49.73595315625164,48.89839874558328,48.71312601703477,49.57232828881127,763.4734490966797,763.0789492797852,762.7095993041992,762.3488491821289,50.763231324800465,50.566636273995194,50.52315204678225,50.73979091705443,785.7899780273438,780.22998046875,779.0,785.0,784.1885593959263,796.4971357073102,811.7821393694196,818.1792864118304,46.56378879050084,30.94913694736067,47.61157538355461,47.87076414401874,801.6066609700521,805.6036641438802,809.1049987792969,811.7433369954427,47.84010861749039,39.67333691979973,50.66463965942545,52.800148021333015,802.2037976074218,804.285400390625,805.1460009765625,805.3948010253906,49.543254610699776,44.615906048158756,52.174746404050964,53.83715741644839,761.9289492797851,760.7597998046875,759.8045999145507,758.2254501342774,50.73278391411502,49.619971555480106,51.43055938855947,51.76846373899946,784.7999877929688,753.219970703125,802.030029296875,809.9000244140625,-0.3934922730449639,776.1799926757812,-0.016796728978285103,775.8800048828125,-0.017176729728235696,829.530029296875,-0.05552104820966808
