Datetime,AMZN,MSFT,GOOG,ECH,BLDP
2022-02-22 09:30:00-05:00,,,,,
2022-02-22 09:35:00-05:00,-0.0016197519209295574,0.0031137485660861497,0.005159504362305611,0.005730419313631607,-0.0073761534786602745
2022-02-22 09:40:00-05:00,0.005080137384155581,0.006425563118614752,0.008006524676124283,0.0033297461795191996,0.018046717082493613
2022-02-22 09:45:00-05:00,0.0034807155487051045,0.0065230385432544224,0.001094574760126532,-0.00014246165963871515,-0.002606941794244255
2022-02-22 09:50:00-05:00,0.0012756268186331354,0.0027578279866466993,-0.0012875744047619042,0.0007701370154979958,-0.005750063137928585
2022-02-22 09:55:00-05:00,-0.004670885173825634,-0.005156588141441931,-0.0025022918273863715,-0.0005771215767806925,-0.012607854946841912
2022-02-22 10:00:00-05:00,0.0012948001162387257,0.000621972655137748,-0.00044747194687921876,-0.002891239421191072,-1.0562415088122279e-05
2022-02-22 10:05:00-05:00,-0.0013623026969667995,0.00017262766068437685,0.0015188913867500986,0.0015019507685649636,0.0026623660933144944
2022-02-22 10:10:00-05:00,0.004571099567328263,0.0006560404827344879,0.001461098383764181,4.6252033729210495e-05,0.007965991457144384
2022-02-22 10:15:00-05:00,0.001077158169058734,-3.0326981726114255e-05,0.0016458656588462794,0.005011532694300547,0.006322489047819069
2022-02-22 10:20:00-05:00,-0.001026820684429608,-0.0020400779005846914,-0.00046076197162980836,-0.00326041754766615,0.001047144364618724
2022-02-22 10:25:00-05:00,0.004811133774630605,0.004356729721838537,0.004702850116359736,-0.0015393848215423667,-0.0010460490003029177
2022-02-22 10:30:00-05:00,-0.00360172564933281,-0.002891852288912866,-0.003247451489353348,0.0005742997762494539,-0.009424099559202759
2022-02-22 10:35:00-05:00,-0.0031193572163724648,-0.0013120356192592997,-0.000810374803687286,-0.0015369791948313116,-0.004788634621664012
2022-02-22 10:40:00-05:00,-0.001994017465607123,0.0,-0.0019646031222828597,0.0007329899566173026,0.0037494828823418924
2022-02-22 10:45:00-05:00,0.0012330749019553444,0.0008643042350906516,0.0013428628349159144,0.0019623506912678224,0.0015873379497899354
2022-02-22 10:50:00-05:00,-0.0033999443512454652,-0.0029015417543717392,-0.00021337190770021053,-0.002266296976712434,-0.010037006391683367
2022-02-22 10:55:00-05:00,-0.00048739791627305795,-0.000207848534028221,-0.00047251403796499947,0.000732752584126084,-0.0016008904488752362
2022-02-22 11:00:00-05:00,-0.002142142303719008,-0.0019058153115547594,-0.003309161891202783,0.0006704752877451092,-0.0016033554657824967
2022-02-22 11:05:00-05:00,-0.0020373899473772328,-0.0005672318007480248,-0.0052441784399045455,-0.002595561345505204,-0.002141376599242406
2022-02-22 11:10:00-05:00,-0.00034857895520001847,-0.0006828877778564113,-0.0021764724492328025,0.0015444369156949467,-0.0005364929833308052
2022-02-22 11:15:00-05:00,-0.003676151358233515,-0.0005909605001619411,-0.0017302800897363024,0.00011948502176206688,-0.0037573643573550752
2022-02-22 11:20:00-05:00,-0.001419884931464055,-0.00041734530388348734,0.00023552088473666188,0.00026599702271545844,-0.0021551190371589257
2022-02-22 11:25:00-05:00,-0.00013013814445173022,0.0008698677985707892,0.0010304321398342253,-0.0011560957905000224,0.0015766522407123507
2022-02-22 11:30:00-05:00,0.0026104366283297153,-0.00038235826141574947,0.0005705970815588213,0.0011574338949538188,0.004895053769499835
2022-02-22 11:35:00-05:00,-0.002975449211218173,-0.0010315098177042792,-0.0011482573740917434,-0.0011560957905000224,-0.007510697115483023
2022-02-22 11:40:00-05:00,0.00040960738023798626,-1.1899206917909133e-05,0.0009798626176855674,0.00019286885616853766,0.0
2022-02-22 11:45:00-05:00,0.001004773427626171,0.0006963243762403426,0.002461183759950858,0.00019290523673709536,-0.003243214375263981
2022-02-22 11:50:00-05:00,-0.0025944500896663003,-0.003113655044775232,-0.0047157144899228065,-0.0015426500214641425,-0.006507637513988307
2022-02-22 11:55:00-05:00,0.0018957806330806015,0.001081845937172199,0.001981585672153896,0.0015450334673756672,0.004366808135300104
2022-02-22 12:00:00-05:00,0.0011312424561771284,0.0007842832696696167,0.0012436533819248918,-0.0005784569792481875,0.0
2022-02-22 12:05:00-05:00,-1.3346354166721142e-05,0.0010481515061544489,0.0002998582206412692,-0.001736448956364267,0.0010869814227350005
2022-02-22 12:10:00-05:00,-0.0007233169453108035,-0.0010470540348906932,-0.0008602129520405288,-0.0009664292643156713,-0.003800200571893897
2022-02-22 12:15:00-05:00,-0.00025523359167256565,-0.0014629473658921421,-0.002203548268560729,-0.0005803594523868805,-0.004359668776183767
2022-02-22 12:20:00-05:00,0.0006623593351935408,0.0001918393744460012,0.00018917956958675042,-0.00038715559083912776,-0.002736789444793497
2022-02-22 12:25:00-05:00,0.0005652093036887518,8.717331427932073e-05,0.0008665556181217671,-0.0007746110766871928,0.0043907753414358375
2022-02-22 12:30:00-05:00,-0.0011947061920993818,-0.0006277208687708313,-0.003025657781372648,0.0,-0.0010928170081306865
2022-02-22 12:35:00-05:00,0.0018750910297677947,0.001012034294362918,0.0009013946588967148,0.0015504231283032244,0.0027898624632656244
2022-02-22 12:40:00-05:00,-0.0019598799046086635,0.00010458001972657449,-0.0010606193998422553,0.00038700575939554227,-0.0027821007847171897
2022-02-22 12:45:00-05:00,0.0010293994729826395,-0.0006623063238020421,-0.0008225693844549076,0.00038685604387866945,-0.004923421729061572
2022-02-22 12:50:00-05:00,-7.161601705241161e-05,-0.00041855354621944674,0.000441497639405819,-0.0003867064441535062,0.00054976517802241
