Date,AMZN,MSFT,GOOG,ECH,BLDP
2020-04-13,2168.8701171875,162.52120971679688,1217.56005859375,22.510244369506836,9.170000076293945
2020-04-14,2283.320068359375,170.5633087158203,1269.22998046875,22.714885711669922,10.140000343322754
2020-04-15,2307.679931640625,168.7761688232422,1262.469970703125,22.2311954498291,9.460000038146973
2020-04-16,2408.18994140625,173.84298706054688,1263.469970703125,22.01725196838379,10.010000228881836
2020-04-17,2375.0,175.37481689453125,1283.25,22.212589263916016,10.199999809265137
2020-04-20,2393.610107421875,171.8987274169922,1266.6099853515625,21.79401206970215,10.09000015258789
2020-04-21,2328.1201171875,164.78948974609375,1216.3399658203125,21.152189254760742,9.760000228881836
2020-04-22,2363.489990234375,170.3865509033203,1263.2099609375,21.34752655029297,10.260000228881836
2020-04-23,2399.449951171875,168.324462890625,1276.31005859375,21.617277145385742,10.0600004196167
2020-04-24,2410.219970703125,171.39793395996094,1279.31005859375,21.366130828857422,10.09000015258789
2020-04-27,2376.0,170.90696716308594,1275.8800048828125,22.110267639160156,10.270000457763672
2020-04-28,2314.080078125,166.74354553222656,1233.6700439453125,23.198577880859375,10.210000038146973
2020-04-29,2372.7099609375,174.22593688964844,1341.47998046875,23.886905670166016,10.479999542236328
2020-04-30,2474.0,175.9738006591797,1348.6600341796875,23.412517547607422,10.15999984741211
2020-05-01,2286.0400390625,171.4176025390625,1320.6099853515625,22.92882537841797,9.34000015258789
2020-05-04,2315.989990234375,175.61045837402344,1326.800048828125,22.966033935546875,9.84000015258789
2020-05-05,2317.800048828125,177.4958038330078,1351.1099853515625,23.21717643737793,10.0600004196167
2020-05-06,2351.260009765625,179.24365234375,1347.300048828125,23.23578453063965,10.210000038146973
2020-05-07,2367.610107421875,180.28453063964844,1372.56005859375,23.65436363220215,9.90999984741211
2020-05-08,2379.610107421875,181.3450164794922,1388.3699951171875,23.53343963623047,9.90999984741211
2020-05-11,2409.0,183.36782836914062,1403.260009765625,22.845108032226562,9.5600004196167
2020-05-12,2356.949951171875,179.21420288085938,1375.739990234375,22.547452926635742,9.59000015258789
2020-05-13,2367.919921875,176.5040283203125,1349.3299560546875,21.821914672851562,9.3100004196167
2020-05-14,2388.85009765625,177.26995849609375,1356.1300048828125,22.100969314575195,9.399999618530273
2020-05-15,2409.780029296875,179.85247802734375,1373.18994140625,21.552165985107422,9.59000015258789
2020-05-18,2426.260009765625,181.57086181640625,1383.93994140625,22.826507568359375,9.869999885559082
2020-05-19,2449.330078125,180.31398010253906,1373.4849853515625,22.668376922607422,9.630000114440918
2020-05-20,2497.93994140625,182.8150634765625,1406.719970703125,23.152067184448242,9.800000190734863
2020-05-21,2446.739990234375,180.61923217773438,1402.800048828125,23.049747467041016,9.710000038146973
2020-05-22,2436.8798828125,180.69801330566406,1410.4200439453125,22.807903289794922,9.779999732971191
2020-05-26,2421.860107421875,178.78773498535156,1417.02001953125,22.845108032226562,10.8100004196167
2020-05-27,2410.389892578125,179.02407836914062,1417.8399658203125,22.603261947631836,10.550000190734863
2020-05-28,2401.10009765625,178.62034606933594,1416.72998046875,22.34281349182129,10.390000343322754
2020-05-29,2442.3701171875,180.44200134277344,1428.9200439453125,22.221891403198242,10.789999961853027
2020-06-01,2471.0400390625,180.02842712402344,1431.8199462890625,22.97533416748047,11.699999809265137
2020-06-02,2472.409912109375,182.07655334472656,1439.219970703125,23.775283813476562,11.369999885559082
2020-06-03,2478.39990234375,182.51966857910156,1436.3800048828125,24.398502349853516,11.470000267028809
2020-06-04,2460.60009765625,180.11705017089844,1412.1800537109375,24.686857223510742,11.949999809265137
2020-06-05,2483.0,184.33145141601562,1438.3900146484375,26.137929916381836,12.100000381469727
2020-06-08,2524.06005859375,185.4736785888672,1446.6099853515625,26.640222549438477,12.520000457763672
2020-06-09,2600.860107421875,186.89163208007812,1456.1600341796875,26.370473861694336,12.420000076293945
2020-06-10,2647.449951171875,193.82374572753906,1465.8499755859375,25.98910140991211,14.579999923706055
2020-06-11,2557.9599609375,183.4157257080078,1403.8399658203125,24.29618263244629,12.029999732971191
2020-06-12,2545.02001953125,184.86322021484375,1413.1800537109375,24.817079544067383,13.390000343322754
2020-06-15,2572.679931640625,186.0447998046875,1419.8499755859375,24.576250076293945,13.880000114440918
2020-06-16,2615.27001953125,190.60386657714844,1442.719970703125,24.88913917541504,14.210000038146973
2020-06-17,2640.97998046875,191.26356506347656,1451.1199951171875,24.784841537475586,13.649999618530273
2020-06-18,2653.97998046875,193.31173706054688,1435.9599609375,24.187503814697266,14.0
2020-06-19,2675.010009765625,192.15965270996094,1431.719970703125,24.215951919555664,13.4399995803833
2020-06-22,2713.820068359375,197.49659729003906,1451.8599853515625,24.28232192993164,13.720000267028809
2020-06-23,2764.409912109375,198.81607055664062,1464.4100341796875,24.329729080200195,14.15999984741211
2020-06-24,2734.39990234375,194.80844116210938,1431.969970703125,24.396100997924805,13.649999618530273
2020-06-25,2754.580078125,197.2700958251953,1441.3299560546875,24.80380630493164,14.069999694824219
2020-06-26,2692.8701171875,193.32154846191406,1359.9000244140625,24.206470489501953,13.649999618530273
2020-06-29,2680.3798828125,195.3992462158203,1394.969970703125,24.671064376831055,15.529999732971191
2020-06-30,2758.820068359375,200.3915252685547,1413.6099853515625,23.893577575683594,15.399999618530273
2020-07-01,2878.699951171875,201.56329345703125,1438.0400390625,24.528841018676758,16.110000610351562
2020-07-02,2890.300048828125,203.09939575195312,1464.699951171875,25.875225067138672,17.360000610351562
2020-07-06,3057.0400390625,207.4713592529297,1495.699951171875,26.6527156829834,19.93000030517578
2020-07-07,3000.1201171875,205.05889892578125,1485.1800537109375,26.557899475097656,19.540000915527344
2020-07-08,3081.110107421875,209.56874084472656,1496.0,26.453601837158203,20.059999465942383
2020-07-09,3182.6298828125,211.035888671875,1510.989990234375,25.268404006958008,20.760000228881836
2020-07-10,3200.0,210.3958740234375,1541.739990234375,25.078773498535156,20.5
2020-07-13,3104.0,203.8970184326172,1511.3399658203125,25.789892196655273,18.219999313354492
2020-07-14,3084.0,205.1573944091797,1520.5799560546875,26.330341339111328,19.3799991607666
2020-07-15,3008.8701171875,204.85214233398438,1513.6400146484375,25.69507598876953,20.68000030517578
2020-07-16,2999.89990234375,200.79525756835938,1518.0,25.325292587280273,19.239999771118164
2020-07-17,2961.969970703125,199.77120971679688,1515.550048828125,25.069292068481445,19.520000457763672
2020-07-20,3196.840087890625,208.3575897216797,1565.719970703125,24.576250076293945,18.989999771118164
2020-07-21,3138.2900390625,205.55123901367188,1558.4200439453125,25.0598087310791,18.700000762939453
2020-07-22,3099.909912109375,208.50526428222656,1568.489990234375,25.467517852783203,18.100000381469727
