Date,Open,High,Low,Close,Adj Close,Volume
2020-05-26,35.08000183105469,35.650001525878906,34.630001068115234,35.33000183105469,34.635868072509766,1402900
2020-05-27,36.36000061035156,37.040000915527344,35.86000061035156,36.70000076293945,35.97895050048828,1834600
2020-05-28,36.810001373291016,36.810001373291016,35.900001525878906,36.11000061035156,35.40054702758789,1361200
2020-05-29,36.150001525878906,36.20000076293945,35.27000045776367,35.95000076293945,35.24368667602539,1016000
2020-06-01,35.9900016784668,36.81999969482422,35.79999923706055,36.439998626708984,35.724056243896484,1041500
2020-06-02,36.58000183105469,37.08000183105469,36.5099983215332,36.939998626708984,36.2142333984375,871400
2020-06-03,37.0,37.720001220703125,36.90999984741211,37.279998779296875,36.54755401611328,921600
2020-06-04,36.970001220703125,37.31999969482422,36.86000061035156,37.04999923706055,36.32207489013672,736700
2020-06-05,37.9900016784668,38.41999816894531,37.58000183105469,37.689998626708984,36.949501037597656,1234100
2020-06-08,37.959999084472656,38.290000915527344,37.7599983215332,38.27000045776367,37.51810073852539,896300
2020-06-09,37.7400016784668,37.88999938964844,36.849998474121094,36.95000076293945,36.22404098510742,721200
2020-06-10,36.720001220703125,36.84000015258789,36.0099983215332,36.29999923706055,35.68144607543945,1229200
2020-06-11,34.88999938964844,35.2599983215332,34.130001068115234,34.209999084472656,33.62705993652344,1217400
2020-06-12,35.349998474121094,35.900001525878906,34.720001220703125,35.79999923706055,35.18996047973633,1327400
2020-06-15,34.59000015258789,35.779998779296875,34.470001220703125,35.630001068115234,35.022865295410156,1020500
2020-06-16,36.63999938964844,37.0,35.849998474121094,36.20000076293945,35.58314514160156,623100
2020-06-17,36.25,36.33000183105469,35.650001525878906,35.79999923706055,35.18996047973633,980300
2020-06-18,35.540000915527344,35.900001525878906,35.34000015258789,35.7599983215332,35.15064239501953,727700
2020-06-19,36.40999984741211,36.540000915527344,35.150001525878906,35.16999816894531,34.57069778442383,1769200
2020-06-22,35.13999938964844,35.65999984741211,34.529998779296875,35.439998626708984,34.836097717285156,1496900
2020-06-23,35.7599983215332,36.529998779296875,35.65999984741211,36.2599983215332,35.642120361328125,1428700
2020-06-24,35.869998931884766,35.91999816894531,34.79999923706055,35.2400016784668,34.63950729370117,1198300
2020-06-25,35.189998626708984,36.349998474121094,35.16999816894531,36.290000915527344,35.6716194152832,1673200
2020-06-26,36.31999969482422,36.34000015258789,35.290000915527344,36.150001525878906,35.53400421142578,3995400
2020-06-29,36.380001068115234,36.38999938964844,35.59000015258789,36.11000061035156,35.494686126708984,976600
2020-06-30,36.099998474121094,36.68000030517578,35.95000076293945,36.52000045776367,35.8976936340332,1033900
2020-07-01,36.4900016784668,36.939998626708984,36.209999084472656,36.709999084472656,36.08445739746094,1045800
2020-07-02,37.08000183105469,37.400001525878906,36.5099983215332,36.560001373291016,35.937015533447266,557200
2020-07-06,37.150001525878906,37.150001525878906,36.29999923706055,36.38999938964844,35.7699089050293,449800
2020-07-07,36.150001525878906,36.40999984741211,35.540000915527344,35.58000183105469,34.97371292114258,544600
2020-07-08,35.599998474121094,36.09000015258789,35.2599983215332,35.630001068115234,35.022865295410156,474100
2020-07-09,35.5099983215332,35.790000915527344,34.65999984741211,35.06999969482422,34.47240447998047,521100
2020-07-10,35.02000045776367,35.59000015258789,34.7400016784668,35.59000015258789,34.983543395996094,783900
2020-07-13,35.790000915527344,36.08000183105469,35.130001068115234,35.150001525878906,34.55104064941406,821800
2020-07-14,35.09000015258789,35.220001220703125,34.52000045776367,34.93000030517578,34.33479309082031,661300
2020-07-15,35.5099983215332,36.47999954223633,35.5099983215332,36.310001373291016,35.691280364990234,870000
2020-07-16,36.13999938964844,37.9900016784668,36.060001373291016,37.7400016784668,37.09690856933594,1313700
2020-07-17,37.95000076293945,38.540000915527344,37.650001525878906,38.380001068115234,37.72600173950195,1366700
2020-07-20,38.279998779296875,38.630001068115234,38.13999938964844,38.4900016784668,37.834129333496094,775000
2020-07-21,38.70000076293945,39.0,38.439998626708984,38.61000061035156,37.952083587646484,958500
2020-07-22,38.5099983215332,39.2400016784668,38.5099983215332,39.20000076293945,38.53202819824219,542400
2020-07-23,39.099998474121094,39.599998474121094,38.61000061035156,38.66999816894531,38.011051177978516,1814300
2020-07-24,38.65999984741211,39.150001525878906,38.380001068115234,39.09000015258789,38.42390060424805,957500
2020-07-27,39.150001525878906,39.86000061035156,38.91999816894531,39.83000183105469,39.15129470825195,767200
2020-07-28,39.689998626708984,39.939998626708984,39.040000915527344,39.16999816894531,38.502532958984375,567800
2020-07-29,39.38999938964844,40.189998626708984,39.369998931884766,39.7599983215332,39.082481384277344,640100
2020-07-30,39.310001373291016,39.88999938964844,38.79999923706055,39.810001373291016,39.13163757324219,697300
2020-07-31,39.77000045776367,39.939998626708984,39.150001525878906,39.81999969482422,39.14146423339844,595200
2020-08-03,40.0,40.61000061035156,39.70000076293945,40.54999923706055,39.8590202331543,720000
2020-08-04,40.4900016784668,40.97999954223633,40.349998474121094,40.77000045776367,40.07527542114258,1113100
2020-08-05,41.0,41.22999954223633,40.27000045776367,41.099998474121094,40.39965057373047,904300
2020-08-06,41.0,41.810001373291016,40.7400016784668,41.7599983215332,41.048404693603516,2139700
2020-08-07,41.77000045776367,42.400001525878906,40.040000915527344,41.380001068115234,40.67488479614258,2872900
2020-08-10,41.599998474121094,42.31999969482422,41.400001525878906,41.86000061035156,41.14670181274414,1739800
2020-08-11,42.029998779296875,42.150001525878906,41.38999938964844,41.5,40.7928352355957,1163000
2020-08-12,41.75,42.18000030517578,41.650001525878906,42.029998779296875,41.313804626464844,937400
2020-08-13,41.7599983215332,42.36000061035156,41.720001220703125,41.95000076293945,41.23516845703125,575000
2020-08-14,41.779998779296875,42.08000183105469,41.59000015258789,41.83000183105469,41.11721420288086,424000
2020-08-17,42.16999816894531,42.16999816894531,41.70000076293945,41.75,41.03857421875,1163800
2020-08-18,41.70000076293945,41.91999816894531,41.25,41.790000915527344,41.0778923034668,718400
2020-08-19,42.13999938964844,42.209999084472656,41.869998931884766,41.939998626708984,41.22533416748047,423200
2020-08-20,41.7400016784668,41.970001220703125,41.25,41.29999923706055,40.59624099731445,596400
2020-08-21,41.27000045776367,41.459999084472656,40.9900016784668,41.15999984741211,40.458621978759766,752700
2020-08-24,41.52000045776367,42.02000045776367,41.45000076293945,41.900001525878906,41.1860237121582,479100
2020-08-25,41.97999954223633,42.150001525878906,41.7599983215332,42.119998931884766,41.40227127075195,501200
2020-08-26,42.25,42.25,41.72999954223633,41.81999969482422,41.107383728027344,640000
2020-08-27,42.099998474121094,42.36000061035156,41.970001220703125,42.18000030517578,41.461246490478516,512500
2020-08-28,42.279998779296875,42.720001220703125,42.15999984741211,42.709999084472656,41.982215881347656,373700
2020-08-31,42.68000030517578,42.68000030517578,41.9900016784668,42.18000030517578,41.461246490478516,513800
2020-09-01,42.0,42.209999084472656,41.380001068115234,41.47999954223633,40.77317810058594,1411400
2020-09-02,41.66999816894531,42.08000183105469,41.349998474121094,42.040000915527344,41.32363510131836,952600
2020-09-03,41.880001068115234,41.880001068115234,39.84000015258789,40.15999984741211,39.475669860839844,793500
2020-09-04,40.43000030517578,40.66999816894531,38.86000061035156,39.2599983215332,38.590999603271484,722700
2020-09-08,38.560001373291016,39.15999984741211,38.11000061035156,38.41999816894531,37.76531982421875,962300
2020-09-09,38.77000045776367,39.06999969482422,38.59000015258789,38.83000183105469,38.1683349609375,1420400
2020-09-10,39.06999969482422,39.41999816894531,38.38999938964844,38.470001220703125,37.91014099121094,649700
2020-09-11,38.63999938964844,38.720001220703125,38.0099983215332,38.31999969482422,37.7623291015625,705700
2020-09-14,38.7400016784668,39.40999984741211,38.7400016784668,38.959999084472656,38.39301300048828,827200
2020-09-15,39.41999816894531,39.77000045776367,39.27000045776367,39.59000015258789,39.01384353637695,927300
2020-09-16,39.810001373291016,40.310001373291016,39.68000030517578,39.72999954223633,39.15180587768555,611000
2020-09-17,39.130001068115234,39.790000915527344,39.029998779296875,39.560001373291016,38.98428726196289,767100
2020-09-18,39.7400016784668,40.209999084472656,38.61000061035156,38.709999084472656,38.14665603637695,1230400
2020-09-21,37.90999984741211,38.060001373291016,37.25,37.630001068115234,37.082374572753906,836100
2020-09-22,37.93000030517578,39.060001373291016,37.88999938964844,38.869998931884766,38.304325103759766,898100
2020-09-23,38.81999969482422,39.16999816894531,37.630001068115234,37.72999954223633,37.18091583251953,828400
2020-09-24,37.599998474121094,38.060001373291016,37.31999969482422,37.63999938964844,37.09222412109375,484000
2020-09-25,37.459999084472656,38.33000183105469,37.459999084472656,38.13999938964844,37.58494567871094,636000
2020-09-28,38.66999816894531,39.36000061035156,38.650001525878906,38.97999954223633,38.4127197265625,582400
2020-09-29,38.97999954223633,39.150001525878906,38.459999084472656,38.68000030517578,38.11709213256836,393100
2020-09-30,38.70000076293945,39.369998931884766,38.70000076293945,38.95000076293945,38.38315963745117,730100
2020-10-01,39.04999923706055,39.529998779296875,38.65999984741211,38.7400016784668,38.17621612548828,945400
2020-10-02,38.119998931884766,39.02000045776367,38.119998931884766,38.56999969482422,38.00869369506836,915300
2020-10-05,39.0099983215332,39.08000183105469,38.5,38.83000183105469,38.26491165161133,993700
2020-10-06,39.04999923706055,39.16999816894531,37.959999084472656,38.18000030517578,37.62437057495117,1274100
2020-10-07,38.5,39.08000183105469,38.369998931884766,38.5,37.93971252441406,2278100
2020-10-08,38.79999923706055,39.029998779296875,38.68000030517578,38.88999938964844,38.32403564453125,2238800
2020-10-09,39.31999969482422,39.689998626708984,38.959999084472656,39.400001525878906,38.82661437988281,1546800
2020-10-12,39.7400016784668,40.220001220703125,39.349998474121094,40.11000061035156,39.526283264160156,1364100
2020-10-13,40.029998779296875,40.09000015258789,39.04999923706055,39.20000076293945,38.629520416259766,798000
2020-10-14,39.189998626708984,39.56999969482422,38.849998474121094,38.91999816894531,38.35359191894531,515200
2020-10-15,38.38999938964844,38.970001220703125,38.33000183105469,38.779998779296875,38.215633392333984,560400
2020-10-16,39.02000045776367,39.27000045776367,38.380001068115234,38.40999984741211,37.851016998291016,452000
2020-10-19,38.599998474121094,38.75,37.369998931884766,37.400001525878906,36.85572052001953,862700
2020-10-20,37.61000061035156,38.0,37.29999923706055,37.349998474121094,36.80644226074219,1218600
2020-10-21,37.40999984741211,37.61000061035156,36.81999969482422,36.91999816894531,36.3827018737793,1026200
2020-10-22,37.040000915527344,37.20000076293945,36.43000030517578,36.97999954223633,36.441829681396484,1767500
2020-10-23,37.310001373291016,37.47999954223633,36.97999954223633,37.0,36.46154022216797,2303300
2020-10-26,36.619998931884766,36.689998626708984,35.09000015258789,35.54999923706055,35.03263854980469,759200
2020-10-27,35.38999938964844,35.689998626708984,35.279998779296875,35.29999923706055,34.78628158569336,924500
2020-10-28,34.70000076293945,34.91999816894531,33.939998626708984,34.0099983215332,33.51505661010742,760100
2020-10-29,33.959999084472656,34.459999084472656,33.90999984741211,34.22999954223633,33.73185348510742,725800
2020-10-30,34.06999969482422,34.630001068115234,33.90999984741211,34.369998931884766,33.86981201171875,885400
2020-11-02,34.7400016784668,35.790000915527344,34.47999954223633,35.65999984741211,35.14103698730469,1525800
2020-11-03,35.119998931884766,36.630001068115234,34.7599983215332,36.380001068115234,35.85055923461914,2037600
2020-11-04,36.66999816894531,38.0,36.279998779296875,37.54999923706055,37.00353240966797,1839400
2020-11-05,38.27000045776367,39.5,38.029998779296875,38.900001525878906,38.333892822265625,1719900
2020-11-06,38.86000061035156,39.38999938964844,38.77000045776367,39.02000045776367,38.4521369934082,1006000
2020-11-09,40.0,41.4900016784668,39.970001220703125,39.97999954223633,39.398170471191406,1218300
2020-11-10,40.119998931884766,40.63999938964844,39.70000076293945,40.31999969482422,39.733219146728516,634600
2020-11-11,40.5099983215332,40.689998626708984,40.06999969482422,40.45000076293945,39.861328125,662100
2020-11-12,40.45000076293945,40.59000015258789,39.58000183105469,39.75,39.17151641845703,787100
2020-11-13,40.0099983215332,40.650001525878906,39.95000076293945,40.5099983215332,39.92045211791992,350000
2020-11-16,40.93000030517578,41.060001373291016,40.279998779296875,40.65999984741211,40.06827926635742,600900
2020-11-17,40.34000015258789,40.849998474121094,40.04999923706055,40.70000076293945,40.107696533203125,579200
2020-11-18,40.63999938964844,40.790000915527344,40.2400016784668,40.4900016784668,39.9007453918457,899900
2020-11-19,40.36000061035156,40.900001525878906,39.95000076293945,40.599998474121094,40.00914764404297,1290300
2020-11-20,40.56999969482422,40.970001220703125,40.529998779296875,40.61000061035156,40.019004821777344,574900
2020-11-23,40.95000076293945,41.16999816894531,40.72999954223633,41.02000045776367,40.42303466796875,388900
2020-11-24,41.40999984741211,41.779998779296875,41.15999984741211,41.619998931884766,41.01430130004883,533600
2020-11-25,41.47999954223633,41.58000183105469,40.68000030517578,41.02000045776367,40.42303466796875,974800
2020-11-27,41.13999938964844,41.38999938964844,40.68000030517578,41.11000061035156,40.5117301940918,425400
2020-11-30,41.099998474121094,41.150001525878906,40.599998474121094,40.650001525878906,40.05842208862305,822500
2020-12-01,40.93000030517578,41.29999923706055,40.599998474121094,40.66999816894531,40.078125,543600
2020-12-02,40.540000915527344,41.0,40.369998931884766,40.939998626708984,40.34420394897461,663500
2020-12-03,40.93000030517578,41.11000061035156,39.90999984741211,40.0099983215332,39.427734375,628200
2020-12-04,40.25,41.02000045776367,40.06999969482422,41.0,40.40332794189453,853600
2020-12-07,40.83000183105469,40.97999954223633,40.470001220703125,40.68000030517578,40.087982177734375,543800
2020-12-08,40.400001525878906,41.040000915527344,40.369998931884766,40.900001525878906,40.40211486816406,540300
2020-12-09,41.0,41.20000076293945,40.63999938964844,40.95000076293945,40.45150375366211,819300
2020-12-10,40.77000045776367,41.13999938964844,40.470001220703125,40.86000061035156,40.36259841918945,642700
2020-12-11,40.54999923706055,40.72999954223633,40.22999954223633,40.380001068115234,39.8884391784668,1014500
2020-12-14,40.65999984741211,41.369998931884766,40.5,40.5,40.00698471069336,754800
2020-12-15,40.83000183105469,41.150001525878906,40.41999816894531,41.150001525878906,40.649070739746094,745100
2020-12-16,41.189998626708984,41.400001525878906,40.95000076293945,41.16999816894531,40.668827056884766,591900
2020-12-17,41.5,42.52000045776367,41.18000030517578,42.34000015258789,41.824581146240234,905900
2020-12-18,42.400001525878906,42.810001373291016,42.150001525878906,42.66999816894531,42.15056610107422,1462600
2020-12-21,41.869998931884766,42.060001373291016,41.22999954223633,41.97999954223633,41.468963623046875,508000
2020-12-22,41.88999938964844,42.04999923706055,41.66999816894531,41.79999923706055,41.29115676879883,545200
2020-12-23,42.04999923706055,42.15999984741211,41.529998779296875,41.7599983215332,41.251644134521484,968600
2020-12-24,41.880001068115234,41.88999938964844,41.47999954223633,41.75,41.241764068603516,323300
2020-12-28,41.9900016784668,42.25,41.540000915527344,41.54999923706055,41.04419708251953,470700
2020-12-29,41.849998474121094,41.849998474121094,41.08000183105469,41.099998474121094,40.59967803955078,474600
2020-12-30,41.209999084472656,41.54999923706055,41.119998931884766,41.22999954223633,40.72809982299805,419000
2020-12-31,41.29999923706055,41.439998626708984,40.959999084472656,41.36000061035156,40.85651779174805,595400
2021-01-04,41.33000183105469,41.439998626708984,40.13999938964844,40.47999954223633,39.98722839355469,833800
2021-01-05,40.61000061035156,41.380001068115234,40.61000061035156,41.130001068115234,40.62931442260742,1732000
2021-01-06,41.119998931884766,41.869998931884766,40.97999954223633,41.16999816894531,40.668827056884766,667500
2021-01-07,41.310001373291016,41.95000076293945,41.189998626708984,41.33000183105469,40.82687759399414,723000
2021-01-08,41.66999816894531,41.90999984741211,41.380001068115234,41.5,40.99480438232422,1092500
2021-01-11,41.16999816894531,41.560001373291016,41.0099983215332,41.150001525878906,40.649070739746094,670600
2021-01-12,41.15999984741211,41.529998779296875,40.959999084472656,41.43000030517578,40.9256591796875,598500
2021-01-13,41.43000030517578,41.7400016784668,40.880001068115234,40.880001068115234,40.382362365722656,565100
2021-01-14,41.130001068115234,41.38999938964844,40.86000061035156,40.939998626708984,40.441627502441406,757500
2021-01-15,40.7400016784668,41.209999084472656,40.70000076293945,40.97999954223633,40.481136322021484,477000
2021-01-19,41.279998779296875,41.31999969482422,40.81999969482422,40.849998474121094,40.352718353271484,831300
2021-01-20,41.150001525878906,42.119998931884766,41.060001373291016,42.040000915527344,41.528236389160156,537900
2021-01-21,42.18000030517578,42.41999816894531,41.29999923706055,41.29999923706055,40.7972412109375,637100
2021-01-22,40.959999084472656,41.59000015258789,40.880001068115234,41.459999084472656,40.95529556274414,530000
2021-01-25,41.40999984741211,41.5,40.849998474121094,40.939998626708984,40.441627502441406,640200
2021-01-26,41.029998779296875,41.130001068115234,40.599998474121094,40.689998626708984,40.194664001464844,2267300
2021-01-27,40.0,40.08000183105469,38.45000076293945,38.45000076293945,37.98193359375,871400
2021-01-28,38.83000183105469,40.0099983215332,38.720001220703125,39.880001068115234,39.394527435302734,1060500
2021-01-29,39.7400016784668,39.75,38.279998779296875,38.279998779296875,37.81400680541992,880800
2021-02-01,38.59000015258789,39.529998779296875,38.59000015258789,39.20000076293945,38.722808837890625,624800
2021-02-02,39.790000915527344,40.4900016784668,39.66999816894531,40.189998626708984,39.70075607299805,1041300
2021-02-03,40.16999816894531,40.47999954223633,39.790000915527344,40.029998779296875,39.542701721191406,813800
2021-02-04,40.25,40.7400016784668,40.09000015258789,40.540000915527344,40.0464973449707,1854500
2021-02-05,40.959999084472656,41.2400016784668,40.689998626708984,41.04999923706055,40.550289154052734,741400
2021-02-08,41.15999984741211,42.06999969482422,41.06999969482422,42.040000915527344,41.528236389160156,976500
2021-02-09,42.130001068115234,43.939998626708984,41.779998779296875,43.56999969482422,43.03961181640625,2007400
2021-02-10,42.63999938964844,43.0,41.45000076293945,42.27000045776367,41.755435943603516,2456400
2021-02-11,42.43000030517578,43.400001525878906,41.75,42.02000045776367,41.50848388671875,1809500
2021-02-12,41.810001373291016,42.290000915527344,41.630001068115234,42.08000183105469,41.567752838134766,1020200
2021-02-16,42.099998474121094,42.220001220703125,41.040000915527344,41.04999923706055,40.550289154052734,1690700
2021-02-17,40.70000076293945,41.0,40.459999084472656,40.47999954223633,39.98722839355469,1479700
2021-02-18,40.15999984741211,40.689998626708984,40.06999969482422,40.099998474121094,39.611846923828125,2172200
2021-02-19,40.16999816894531,40.27000045776367,39.58000183105469,39.65999984741211,39.177207946777344,2002000
2021-02-22,39.27000045776367,40.209999084472656,39.040000915527344,39.83000183105469,39.34513854980469,2115800
2021-02-23,39.77000045776367,40.619998931884766,39.68000030517578,40.27000045776367,39.779781341552734,5688800
2021-02-24,40.34000015258789,41.70000076293945,40.279998779296875,41.33000183105469,40.82687759399414,1396600
2021-02-25,41.04999923706055,41.709999084472656,40.779998779296875,41.400001525878906,40.89603042602539,2053500
2021-02-26,41.540000915527344,41.7599983215332,40.209999084472656,40.439998626708984,39.94771194458008,1827900
2021-03-01,40.95000076293945,41.34000015258789,40.68000030517578,40.7599983215332,40.263816833496094,1007400
2021-03-02,40.540000915527344,41.900001525878906,40.540000915527344,41.7400016784668,41.23188781738281,3657200
2021-03-03,41.689998626708984,41.70000076293945,40.560001373291016,40.58000183105469,40.08601379394531,1668300
2021-03-04,40.599998474121094,40.970001220703125,39.31999969482422,39.970001220703125,39.483436584472656,986100
2021-03-05,40.45000076293945,41.45000076293945,39.61000061035156,41.40999984741211,40.905906677246094,1110200
2021-03-08,41.27000045776367,42.18000030517578,41.09000015258789,41.45000076293945,40.94541931152344,1115500
2021-03-09,41.720001220703125,42.630001068115234,41.54999923706055,41.77000045776367,41.36930847167969,1283200
2021-03-10,41.93000030517578,42.689998626708984,41.61000061035156,42.4900016784668,42.0824089050293,1595800
2021-03-11,42.790000915527344,43.09000015258789,42.4900016784668,42.7400016784668,42.33000946044922,795100
2021-03-12,42.45000076293945,42.95000076293945,42.189998626708984,42.900001525878906,42.48847579956055,522900
2021-03-15,42.81999969482422,43.439998626708984,42.66999816894531,43.29999923706055,42.88463592529297,518800
2021-03-16,43.31999969482422,43.4900016784668,42.91999816894531,43.11000061035156,42.69646072387695,538500
2021-03-17,42.90999984741211,43.2599983215332,42.529998779296875,43.2599983215332,42.84501647949219,616100
2021-03-18,42.93000030517578,43.43000030517578,42.68000030517578,42.81999969482422,42.409236907958984,841300
2021-03-19,42.970001220703125,43.11000061035156,42.540000915527344,42.709999084472656,42.30029296875,1537800
2021-03-22,42.63999938964844,43.47999954223633,42.5,43.209999084472656,42.79549789428711,622900
2021-03-23,43.15999984741211,43.380001068115234,42.619998931884766,42.86000061035156,42.4488525390625,661400
2021-03-24,42.91999816894531,43.88999938964844,42.91999816894531,43.380001068115234,42.963871002197266,1019600
2021-03-25,43.16999816894531,43.599998474121094,42.560001373291016,43.439998626708984,43.023292541503906,882400
2021-03-26,43.560001373291016,44.709999084472656,43.54999923706055,44.63999938964844,44.21178436279297,700500
2021-03-29,44.529998779296875,44.83000183105469,44.040000915527344,44.2599983215332,43.83542251586914,1055600
2021-03-30,44.08000183105469,44.36000061035156,43.4900016784668,44.029998779296875,43.60763168334961,653900
2021-03-31,44.06999969482422,44.33000183105469,42.77000045776367,42.81999969482422,42.409236907958984,1630700
2021-04-01,43.15999984741211,43.63999938964844,42.90999984741211,43.20000076293945,42.78559494018555,1030500
2021-04-05,43.630001068115234,44.189998626708984,43.43000030517578,43.9900016784668,43.56801986694336,886900
2021-04-06,43.779998779296875,44.40999984741211,43.779998779296875,44.279998779296875,43.85523223876953,1042300
2021-04-07,44.459999084472656,44.77000045776367,43.95000076293945,44.0,43.577919006347656,929100
2021-04-08,44.130001068115234,44.599998474121094,44.040000915527344,44.2400016784668,43.815616607666016,2236500
2021-04-09,44.27000045776367,44.65999984741211,44.22999954223633,44.439998626708984,44.01369857788086,475500
2021-04-12,44.290000915527344,44.689998626708984,44.279998779296875,44.63999938964844,44.21178436279297,621100
2021-04-13,44.58000183105469,44.790000915527344,44.290000915527344,44.38999938964844,43.96417999267578,654900
2021-04-14,44.220001220703125,44.7599983215332,44.220001220703125,44.40999984741211,43.98398971557617,487600
2021-04-15,44.650001525878906,44.959999084472656,44.43000030517578,44.560001373291016,44.13254928588867,683800
2021-04-16,44.83000183105469,45.209999084472656,44.650001525878906,44.72999954223633,44.3009147644043,2035100
2021-04-19,44.720001220703125,44.939998626708984,44.33000183105469,44.52000045776367,44.092933654785156,493800
2021-04-20,44.16999816894531,44.810001373291016,44.16999816894531,44.720001220703125,44.291015625,875400
2021-04-21,44.90999984741211,45.09000015258789,44.77000045776367,44.779998779296875,44.35043716430664,665600
2021-04-22,44.68000030517578,45.189998626708984,44.54999923706055,44.849998474121094,44.41976547241211,549600
2021-04-23,44.880001068115234,45.119998931884766,44.779998779296875,45.099998474121094,44.66736602783203,500600
2021-04-26,45.27000045776367,45.27000045776367,44.869998931884766,44.900001525878906,44.46928787231445,425000
2021-04-27,44.97999954223633,45.209999084472656,44.66999816894531,45.029998779296875,44.5980339050293,787400
2021-04-28,49.0,49.0,47.61000061035156,47.66999816894531,47.212711334228516,12478100
2021-04-29,47.58000183105469,48.720001220703125,47.58000183105469,48.38999938964844,47.92580795288086,5663700
2021-04-30,48.0,48.349998474121094,47.27000045776367,47.529998779296875,47.074058532714844,30165700
2021-05-03,47.630001068115234,47.91999816894531,47.31999969482422,47.650001525878906,47.19290542602539,2117000
2021-05-04,47.2599983215332,47.66999816894531,46.849998474121094,47.09000015258789,46.638282775878906,1756000
2021-05-05,47.25,47.40999984741211,46.70000076293945,47.16999816894531,46.71751022338867,1469100
2021-05-06,47.16999816894531,47.4900016784668,46.470001220703125,47.08000183105469,46.62837600708008,2604400
2021-05-07,47.11000061035156,47.70000076293945,46.77000045776367,47.130001068115234,46.67789840698242,1732400
2021-05-10,47.25,47.38999938964844,46.7400016784668,46.880001068115234,46.43029022216797,1933600
2021-05-11,46.349998474121094,46.43000030517578,44.88999938964844,45.349998474121094,44.91497039794922,1958400
2021-05-12,44.959999084472656,45.11000061035156,43.470001220703125,43.540000915527344,43.12233352661133,1336000
2021-05-13,43.84000015258789,44.689998626708984,43.7599983215332,44.5099983215332,44.08302688598633,1291200
2021-05-14,44.63999938964844,44.81999969482422,44.400001525878906,44.650001525878906,44.221683502197266,873700
2021-05-17,44.41999816894531,44.5099983215332,44.060001373291016,44.34000015258789,43.91465759277344,836100
2021-05-18,44.34000015258789,44.54999923706055,43.7400016784668,43.77000045776367,43.350128173828125,994700
2021-05-19,43.220001220703125,43.65999984741211,42.959999084472656,43.650001525878906,43.23128128051758,1222500
2021-05-20,43.83000183105469,44.41999816894531,43.7400016784668,44.2599983215332,43.83542251586914,1067100
2021-05-21,44.29999923706055,44.66999816894531,43.97999954223633,44.119998931884766,43.6967658996582,2082400
