Date,5d_close_future_pct
2016-10-18,0.008594137046733286
2016-10-19,-0.0057327307769049485
2016-10-20,-0.005209193032678305
2016-10-21,-0.005460767436026415
2016-10-24,-0.030918666238606063
2016-10-25,-0.02784383279718705
2016-10-26,-0.040968244344948945
2016-10-27,-0.043017035779961854
2016-10-28,-0.04692764664847682
2016-10-31,-0.009717242721262065
2016-11-01,0.008069722597223716
2016-11-02,0.02177778889106241
2016-11-03,-0.0024291085390149014
2016-11-04,-0.011970267415414626
2016-11-07,-0.060858143474429305
2016-11-08,-0.04534595459233226
2016-11-09,-0.031790421347052567
2016-11-10,0.0075228380249448
2016-11-11,0.005468054037091052
2016-11-14,0.041926685852957446
2016-11-15,0.012694188549947194
2016-11-16,-0.0012564174636393588
2016-11-17,-0.007542984733834857
2016-11-18,0.012655138336501004
2016-11-21,0.005912353109849278
2016-11-22,-0.011617828174761091
2016-11-23,-0.018831813748595994
2016-11-25,-0.020211936084049698
2016-11-28,-0.00963362671438317
2016-11-29,-0.016796728978285103
2016-11-30,0.020093269219725762
2016-12-01,0.04034901826534876
2016-12-02,0.05885198563854299
2016-12-05,0.038138386096827404
2016-12-06,0.05045225920432239
2016-12-07,0.03338098086253538
2016-12-08,0.02575555157270104
2016-12-09,0.00048182672500574064
2016-12-12,0.005693743590704514
2016-12-13,-0.00017172546891575102
2016-12-14,-0.0069569286083680515
2016-12-15,-0.007319354575597514
2016-12-16,-0.002519064253246772
2016-12-19,-0.003163085937500032
2016-12-20,-0.013039750642340309
2016-12-21,-0.01147501500140713
2016-12-22,-0.02127998792684671
2016-12-23,0.0002599925424981997
2016-12-27,-0.0026668640056103365
2016-12-28,0.01050251951987824
2016-12-29,0.02781239656491752
2016-12-30,0.043826083581000264
2017-01-03,0.02227695174868094
2017-01-04,0.027346850323971328
2017-01-05,0.020307015041454823
2017-01-06,0.006943663208370365
2017-01-09,0.00033853490093394
2017-01-10,0.003644035459666073
2017-01-11,-0.006615562060206082
2017-01-12,-0.0016395384599536822
2017-01-13,0.016234614045225637
2017-01-17,0.026671992287438995
