Date,30d_close_future_pct
2016-11-15,-0.026521723497625382
2016-11-16,-0.021068939066154813
2016-11-17,-0.03089764158138153
2016-11-18,-0.036073542053476126
2016-11-21,-0.030349453539450177
2016-11-22,-0.04036860039518675
2016-11-23,-0.02966127265220775
2016-11-25,-0.02337807373769263
2016-11-28,-0.02156564354135515
2016-11-29,-0.05552104820966808
2016-11-30,-0.07560109299903517
2016-12-01,-0.06958117713618583
2016-12-02,-0.055627050204204775
2016-12-05,-0.07126618117423189
2016-12-06,-0.04475290282559152
2016-12-07,-0.032757564135173944
2016-12-08,-0.009665337511318817
2016-12-09,-0.014227113547837122
2016-12-12,0.006716881438967537
2016-12-13,0.015407005115714245
2016-12-14,0.034537482679468434
2016-12-15,0.0353494986227898
2016-12-16,0.0401997508584071
2016-12-19,0.016420810230387772
2016-12-20,0.000270981728089259
2016-12-21,0.005076981695363303
2016-12-22,0.03525613623178048
2016-12-23,0.04947196977749435
2016-12-27,0.06817402434664466
2016-12-28,0.03576040133474834
2016-12-29,0.01598763051685892
2016-12-30,0.02779337204576393
2017-01-03,0.04098103023150523
2017-01-04,0.03595824691287541
2017-01-05,0.05122295792695053
2017-01-06,0.06184851434631744
2017-01-09,0.058675045105766266
2017-01-10,0.05608369737019636
2017-01-11,0.050782867262220144
2017-01-12,0.07096457855865212
2017-01-13,0.08259521865067843
2017-01-17,0.08445176425576761
2017-01-18,0.05930203046879634
2017-01-19,0.06698187369548925
2017-01-20,0.06691349505731425
2017-01-23,0.06836279984786686
2017-01-24,0.06053493021316725
2017-01-25,0.06075003660296119
2017-01-26,0.03641425842407364
2017-01-27,0.007262593178814614
2017-01-30,0.005566085810645438
2017-01-31,0.006667938357991288
2017-02-01,0.007089242788461458
2017-02-02,0.006047586606916289
2017-02-03,0.01159810732403077
2017-02-06,0.02414532651147905
2017-02-07,0.02733351995977329
2017-02-08,0.024854005981811644
2017-02-09,0.03763497021523543
2017-02-10,0.04493824341174113
2017-02-13,0.06004166364680841
2017-02-14,0.036274300075930466
2017-02-15,0.04258633342058005
2017-02-16,0.04124125784879262
2017-02-17,0.02915621104682975
2017-02-21,0.029231839369764367
2017-02-22,0.030253858838182435
2017-02-23,0.021630169575445723
2017-02-24,0.024278751705170132
2017-02-27,0.01683634220674257
2017-02-28,0.03539745395495575
2017-03-01,0.025125998846765363
2017-03-02,0.029974431528337675
2017-03-03,0.023062942409451948
2017-03-06,0.007958068515528716
2017-03-07,0.004837951820213071
2017-03-08,-0.0007105659536240649
2017-03-09,0.00516930707454577
2017-03-10,0.023135258056137697
2017-03-13,0.051078444802647116
2017-03-14,0.05876688579909217
2017-03-15,0.06717041659092549
2017-03-16,0.06612810684352177
2017-03-17,0.0582590174451012
2017-03-20,0.03471193459353694
2017-03-21,0.024806154877071496
2017-03-22,0.01177280989271412
2017-03-23,0.006120060121901139
2017-03-24,0.0043840621509496636
2017-03-27,0.0019905393182260145
2017-03-28,0.011713826264697635
2017-03-29,0.01452249204386069
2017-03-30,0.006685117015638342
2017-03-31,0.0120489189700701
2017-04-03,0.003885675600311611
2017-04-04,-0.0028777629312933817
2017-04-05,-0.0069330486651733025
2017-04-06,-0.006735025523524341
2017-04-07,-0.009380077987252822
2017-04-10,-0.005976812087089112
2017-04-11,-0.01784648733859795
2017-04-12,-0.011378458772666522
2017-04-13,0.007125344692134661
2017-04-17,0.007931321241418265
2017-04-18,0.006297345001255561
2017-04-19,0.007544166546666009
2017-04-20,0.0012939304728309953
2017-04-21,0.0203387702458262
2017-04-24,0.02805987795933995
2017-04-25,0.026827317185811994
2017-04-26,0.02654335886427761
2017-04-27,0.0626666891163794
2017-04-28,0.0692940066088712
2017-05-01,0.07970878991088304
2017-05-02,0.11563977211359511
2017-05-03,0.12346432621474368
2017-05-04,0.13175728180323
2017-05-05,0.14793925045607903
2017-05-08,0.14096434250089596
2017-05-09,0.13586241427175527
2017-05-10,0.12474851464385561
2017-05-11,0.12438201795100978
2017-05-12,0.13142248704226778
2017-05-15,0.12589435115443526
2017-05-16,0.1050939803373403
2017-05-17,0.11967114307676119
2017-05-18,0.12962969115242262
2017-05-19,0.14484032214038933
2017-05-22,0.1530830149901965
2017-05-23,0.16398768832217558
2017-05-24,0.1787369090052784
2017-05-25,0.18221098834776095
2017-05-26,0.1649339600084223
2017-05-30,0.15585667062041897
2017-05-31,0.15385689222450405
2017-06-01,0.1581713042091677
2017-06-02,0.16872925154677
2017-06-05,0.1339697142903571
2017-06-06,0.1267494371772373
2017-06-07,0.12949593174474705
2017-06-08,0.08826168049481575
2017-06-09,0.04033441920084169
2017-06-12,0.040393636907366304
2017-06-13,0.032910355394347945
2017-06-14,0.012367526298465048
2017-06-15,0.004084993017575922
2017-06-16,0.02624483377252851
2017-06-19,0.010743814754236247
2017-06-20,0.0228700487925253
2017-06-21,0.02281007042975114
2017-06-22,0.03159360569127645
2017-06-23,0.017746102086687365
2017-06-26,-0.011603119396584094
2017-06-27,-0.0037320529961396565
2017-06-28,-0.0046169753492903975
2017-06-29,-0.02190426862095607
2017-06-30,-0.036861678669106945
2017-07-03,-0.032995526587205615
2017-07-05,-0.04416051299843515
2017-07-06,-0.03764281087997989
2017-07-07,-0.0411953158258318
2017-07-10,-0.04000925171699976
2017-07-11,-0.02861962341239943
2017-07-12,-0.018478609623519104
2017-07-13,-0.011514843958579157
2017-07-14,-0.020238498617989875
2017-07-17,-0.016864558107975824
2017-07-18,-0.003922997525047323
2017-07-19,-0.009296053478376143
2017-07-20,-0.010395509356803223
2017-07-21,0.029058263496569703
2017-07-24,0.007506713131084197
2017-07-25,-0.005347761402788476
2017-07-26,-0.0159308865587775
2017-07-27,-0.0019266966610937963
2017-07-28,-0.013686335757667645
2017-07-31,-0.029388213947123765
2017-08-01,-0.022033226143825746
2017-08-02,-0.03912776342667057
2017-08-03,-0.03156807892935298
2017-08-04,-0.04090907093352181
2017-08-07,-0.02870107052153792
2017-08-08,-0.008448575070652109
2017-08-09,-0.03893818225606449
2017-08-10,-0.0082424989959482
